id,title,hotelstars,timezone,price,duration,climate,country,countryId,temperatura,landscape,type,transport,cluster
27,Miarosa Ghazal Resort,0.75,0.7142857142857143,0.29488330341113106,0.5714285714285714,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,6
28,Kairama Bodrum Imperial,0.75,0.7142857142857143,0.32199281867145424,0.5714285714285714,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,6
29,Riviera Hotel and Spa,0.5,0.7142857142857143,0.10385996409335727,0.21428571428571425,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,11
30,Asia Beach Resort Hotel,0.75,0.7142857142857143,0.11238779174147218,0.21428571428571425,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,6
31,Grand Seker Hotel,0.5,0.7142857142857143,0.11337522441651707,0.2857142857142857,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,13
32,Michell Hotel and Spa,0.75,0.7142857142857143,0.118491921005386,0.2857142857142857,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,6
33,Sea Planet Resort and Spa,0.75,0.7142857142857143,0.12001795332136447,0.2857142857142857,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,6
34,Hotel Casteldoria Mare,0.5,0.5714285714285714,0.26032315978456017,0.42857142857142855,Śródziemnomorski,Włochy,0.375,0.2857142857142856,0.125,0.0,1.0,13
35,Hotel Santo Stefano Clubviaggi,0.5,0.5714285714285714,0.22172351885098746,0.42857142857142855,Śródziemnomorski,Włochy,0.375,0.2857142857142856,0.125,0.0,1.0,13
36,Hotel Santa Caterina Village Resort & Spa,0.5,0.5714285714285714,0.19299820466786358,0.42857142857142855,Śródziemnomorski,Włochy,0.375,0.2857142857142856,0.125,0.0,1.0,13
37,Hotel Kakkos Bay,0.5,0.6428571428571428,0.23070017953321367,0.42857142857142855,Śródziemnomorski,Grecja,0.4375,0.47619047619047605,0.125,0.0,1.0,13
38,Hotel Solimar White Pearl,0.75,0.7142857142857143,0.2621184919210054,0.42857142857142855,Śródziemnomorski,Grecja,0.4375,0.47619047619047605,0.25,0.0,1.0,6
39,Hotel Rodos Palace Luxury Convention Resort,0.75,0.7142857142857143,0.3339317773788151,0.9285714285714286,Śródziemnomorski,Grecja,0.4375,0.47619047619047605,0.25,0.0,1.0,5
40,Odkryj Symi,0.25,0.6428571428571428,0.19398563734290847,0.7142857142857142,Śródziemnomorski,Grecja,0.4375,0.47619047619047605,0.375,0.5,1.0,18
